dA_dt,dB_dt,dC_dt,time,experiment_id
-0.2827205184423093,0.03480522001305191,0.17296428943850276,0.0,1
-0.2763166387271071,0.03270402783134214,0.17223889512971532,0.25125628140703515,1
-0.26991275901190487,0.030602835649632367,0.1715135008209279,0.5025125628140703,1
-0.26350887929670275,0.028501643467922597,0.17078810651214046,0.7537688442211055,1
-0.25710499958150057,0.026400451286212823,0.17006271220335303,1.0050251256281406,1
-0.2507011198662984,0.024299259104503052,0.1693373178945656,1.2562814070351758,1
-0.24429724015109622,0.022198066922793278,0.16861192358577815,1.507537688442211,1
-0.23789336043589404,0.020096874741083508,0.16788652927699071,1.758793969849246,1
-0.23148948072069186,0.017995682559373734,0.16716113496820328,2.0100502512562812,1
-0.22508560100548972,0.015894490377663963,0.16643574065941585,2.2613065326633164,1
-0.2186817212902875,0.013793298195954191,0.16571034635062842,2.5125628140703515,1
-0.21227784157508534,0.011692106014244419,0.164984952041841,2.7638190954773867,1
-0.2058739618598832,0.009590913832534647,0.16425955773305356,3.015075376884422,1
-0.199470082144681,0.007489721650824875,0.1635341634242661,3.266331658291457,1
-0.19306620242947883,0.005388529469115103,0.16280876911547867,3.517587939698492,1
-0.18666232271427666,0.003287337287405331,0.16208337480669124,3.7688442211055273,1
-0.18025844299907445,0.0011861451056955586,0.16135798049790384,4.0201005025125625,1
-0.1738545632838723,-0.0009150470760142134,0.1606325861891164,4.271356783919598,1
-0.16745068356867016,-0.0030162392577239854,0.15990719188032898,4.522613065326633,1
-0.16104680385346795,-0.005117431439433757,0.15918179757154155,4.773869346733668,1
-0.15464292413827466,-0.0072186236211482105,0.15845640326274466,5.025125628140703,1
-0.15080733711824074,-0.009644697705183126,0.1539627897886631,5.276381909547738,1
-0.14102980817987262,-0.011097510470514608,0.1543050485381151,5.527638190954773,1
-0.13565865904526392,-0.012742487427451262,0.1505416753490671,5.7788944723618085,1
-0.13327228622504964,-0.014821847438355417,0.14934465617663145,6.030150753768844,1
-0.12693443885457353,-0.016448019232951458,0.14609863337458126,6.281407035175879,1
-0.12012706985202858,-0.018377380562204153,0.14297153988510805,6.532663316582914,1
-0.11632011066534066,-0.02067446025112376,0.14570546626973094,6.783919597989949,1
-0.11175631294052996,-0.023466787874036343,0.1374036483452575,7.035175879396984,1
-0.10295446584316227,-0.024230819519951183,0.13106024911117992,7.2864321608040195,1
-0.09831038962799875,-0.02588086767476529,0.1335372278219851,7.537688442211055,1
-0.0923440431131586,-0.02726765580528558,0.1330445989514973,7.78894472361809,1
-0.08903284240982226,-0.027356537274338354,0.1253826567575971,8.040201005025125,1
-0.08407071223949386,-0.0282163673125717,0.124501267154973,8.29145728643216,1
-0.0877922906420006,-0.02938509758383187,0.12023357583872943,8.542713567839195,1
-0.08154010788670762,-0.02862900199427306,0.11530505280004538,8.793969849246231,1
-0.07385039111070936,-0.028591698871012407,0.11099292173927648,9.045226130653266,1
-0.06908511028833356,-0.028848847911984415,0.1092540482991049,9.2964824120603,1
-0.06296374373681493,-0.02900057372744662,0.10188064646657195,9.547738693467336,1
-0.06347267961084636,-0.02788515676033543,0.09537431540951079,9.798994974874372,1
-0.060464952245570726,-0.028072211590729746,0.09213869232742843,10.050251256281406,1
-0.061559706185034965,-0.02862368859894088,0.08634588128718128,10.30150753768844,1
-0.061419406821781576,-0.027935041552974934,0.08217401563846434,10.552763819095476,1
-0.05763556577975198,-0.0280490019901494,0.0782218344006735,10.804020100502512,1
-0.05248130760097102,-0.027464330095929673,0.0771510479685162,11.055276381909547,1
-0.049411708096139144,-0.026096385914168706,0.08116414275468789,11.306532663316581,1
-0.044621821955765834,-0.025691233053957964,0.0757623334279799,11.557788944723617,1
-0.0466208338327224,-0.025587459990572343,0.07755284813049025,11.809045226130653,1
-0.043477844219683294,-0.026415439502143364,0.0674493981450864,12.060301507537687,1
-0.04436242092389943,-0.027785893551881706,0.06604435730693453,12.311557788944722,1
