A,B,C,time,experiment_id
2.061940006073844,0.37825321335569717,0.019566850624396573,0.0,1
2.0607352010686086,0.40358497950158484,0.2112440739837185,0.25125628140703515,1
1.7979475997971897,0.42652808569215833,0.4310314858606511,0.5025125628140703,1
1.5619577374470528,0.42493144438155894,0.41434866937411674,0.7537688442211055,1
1.7800483939559253,0.4386134764070726,0.26478534604497206,1.0050251256281406,1
1.5883254279929433,0.4327990452691685,0.21945907382239524,1.2562814070351758,1
1.5336457574071187,0.42765133449196385,0.5865952680875512,1.507537688442211,1
1.5131905913920596,0.41909362940846584,0.47116552534168676,1.758793969849246,1
1.5004356338816733,0.49721144083610264,0.31384993916470805,2.0100502512562812,1
1.2682044010995335,0.5021426278072458,0.6489854595903558,2.2613065326633164,1
1.1593820130211605,0.49389695636412073,0.5782359495374318,2.5125628140703515,1
1.2758593959040483,0.5116513022372297,0.49053597022466267,2.7638190954773867,1
1.2821934720794885,0.4564114317877596,0.6290416012920661,3.015075376884422,1
1.184562273069412,0.47021856239458276,0.7349375542929895,3.266331658291457,1
1.1226472574707285,0.5667019012119089,0.677855901199152,3.517587939698492,1
1.212374871180164,0.5682690056836541,0.7920569534953733,3.7688442211055273,1
1.0946976307734089,0.49457122625841216,0.7312408774797821,4.0201005025125625,1
1.0396419707702431,0.5128778073532416,0.6632449201148773,4.271356783919598,1
0.5349146784793657,0.5020629897931136,0.9401886907338542,4.522613065326633,1
0.8622567694025999,0.4671620592848359,1.0385501672261956,4.773869346733668,1
0.6678183956150424,0.43242309282736985,0.8914297460951142,5.025125628140703,1
0.8296684778685475,0.47228794674224134,1.0772277736436628,5.276381909547738,1
0.8450264154195605,0.4575798548213658,1.1035729002658061,5.527638190954773,1
1.054575692042693,0.49372170014047584,1.2140669804753148,5.7788944723618085,1
0.9787464671013071,0.5207187383283284,1.2892178417549245,6.030150753768844,1
0.8373129940047693,0.4391202938379474,1.2130696398712755,6.281407035175879,1
0.3318223591108194,0.4636668224162452,1.4309981423095515,6.532663316582914,1
0.6842943403151756,0.4257253106933854,0.9992387327196588,6.783919597989949,1
0.6447229787499281,0.3666352744187761,1.4100255216913973,7.035175879396984,1
0.7427062573415057,0.3775143658406,1.3100320542119606,7.2864321608040195,1
0.5730181581596577,0.44867977507415585,1.4886439454081863,7.537688442211055,1
0.5844846749854258,0.4169196728719323,1.2193992131082343,7.78894472361809,1
0.30692448759633645,0.36660710871710944,1.36868222908653,8.040201005025125,1
0.710693044976066,0.41905588101826297,1.6128295591766686,8.29145728643216,1
0.21659339216946039,0.3508748876699085,1.3321768230441702,8.542713567839195,1
0.49932052875329136,0.39258906905987273,1.6266116070119514,8.793969849246231,1
0.4734949605586446,0.34614237162295286,1.5251070138269305,9.045226130653266,1
0.5082217498421421,0.3593237802781497,1.8537315402839196,9.2964824120603,1
0.2657203799312314,0.44184591894072245,1.5970466130671794,9.547738693467336,1
0.4617399385704562,0.42677705265192567,1.7354278003886472,9.798994974874372,1
0.38775203909295564,0.36028685607043665,1.678281637607319,10.050251256281406,1
0.11353023453439093,0.3365449974088845,1.647104734948413,10.30150753768844,1
0.44585150743451485,0.37804364383370936,1.8759379637715257,10.552763819095476,1
0.3232878207513661,0.3388192494721527,1.4323364872601232,10.804020100502512,1
0.28211031735938674,0.3047866789044453,1.6849799013665225,11.055276381909547,1
0.2740657710722308,0.3170929597878307,1.7577981681151584,11.306532663316581,1
0.4339332186122314,0.29525892171536944,1.8886174535221154,11.557788944723617,1
0.2172660519188827,0.26727063767675874,2.00922375140949,11.809045226130653,1
0.22750103629727603,0.23252459089829974,1.4057627831696484,12.060301507537687,1
0.48221734682387785,0.2874339810437052,1.7588966658542986,12.311557788944722,1
0.3753300703111851,0.2078762215197959,2.115299034933147,12.562814070351758,1
0.5402995034669047,0.22080468209314483,2.0487616550771883,12.814070351758794,1
0.19558009382610775,0.2821007720070987,1.6973897719443092,13.065326633165828,1
0.2539647851768634,0.2730315819914449,2.101250944810569,13.316582914572862,1
-0.3211209154347189,0.22709013581203,1.8194825729413666,13.567839195979898,1
0.387819121741911,0.2524264655224638,1.885992618833268,13.819095477386934,1
0.3605250934104235,0.1832347119754303,1.8709367160505819,14.070351758793969,1
0.23061101381092908,0.22013255736119838,2.1742966134196893,14.321608040201003,1
0.3430032174897434,0.19479084083242873,1.9115361985132213,14.572864321608039,1
0.36002016383342195,0.28161641742657045,1.7456847561878461,14.824120603015075,1
0.2611547727023799,0.21331810456452743,1.9185325691483313,15.07537688442211,1
0.13942777075627,0.21082313692708507,1.9326078942478278,15.326633165829143,1
0.032126029498910386,0.2473110735638755,1.9064661409127024,15.57788944723618,1
0.238860877126427,0.19362925716024174,1.9361072406283744,15.829145728643216,1
0.08734739700564258,0.19286155328763332,2.0694941455915488,16.08040201005025,1
-0.03171922086010928,0.20595385346692696,2.399958584343066,16.331658291457284,1
0.19031346169427824,0.2064665615455606,1.8565372936522075,16.58291457286432,1
